sensor1	sensor2	signal_strength	group
86	21	24.65940867400094	A
257.34867257997394	249.57090513780713	0.5524114412430139	B
228.39896889827622	160.79538932968046	-1.119205861649087	C
215	236	14.368651323998428	A
252.6359000976117	109.60117854889911	0.5255686802045381	C
203.12487575766622	168.2236157746343	-0.6402018797531394	C
226.02683214388543	198.03797343980423	-0.3294777332981799	C
371.50148674845695	334.77867282927036	0.17210760635431102	B
259.0613585437702	175.59552760501384	-1.3239652200743999	C
172.61032238772472	202.4582839921599	-0.01583372253636635	C
271.6305326670408	192.651229724288	0.41765599489001154	B
324.28670870140195	364.90487130358815	0.30337890538969214	B
37.96987356618047	231.32454976439476	-1.0412307121173634	B
342	9	24.01196333507484	A
397.2993317991495	295.9388799034059	1.0278805447043493	B
192	140	25.809201155742905	A
290	271	14.093103679915233	A
279.830951914866	203.22816238593293	0.5765907502121516	C
131	370	14.487030428265552	A
340	51	15.473760123394435	A
344.7815562598407	266.6040983982384	-1.3985302633389352	B
311	367	23.961509668955966	A
207.7954063638373	152.97681406740637	-0.5990910414301133	C
223.45364295186246	202.26100714524122	0.8199614667882614	C
196.50163440357625	235.2656342463343	-0.3580125210209722	C
152.7206208660262	291.2076346589313	-0.8344188557816703	C
134	222	15.018087206205916	A
177	258	26.401827159716248	A
72.63104002922773	372.15917482972145	0.8798868911910448	B
175.48753175205852	138.35386873248092	0.1169443604486801	C
283	217	23.650887072976676	A
135	163	15.446439313204486	A
63	351	15.567592471483296	A
169	82	15.896879765214488	A
334	8	24.434169558616407	A
265	124	24.579392436694	A
299.37513591721654	10.326715558767319	-0.37879112162340495	B
206.30448525973767	150.3656295661959	-0.0519742172830972	C
186.2357292292382	194.2220409228658	-0.20611532447494407	C
163	1	25.155978069592496	A
206.77669833512732	127.18734144024484	-0.21946409716206358	C
343.38744953274727	121.14449953660369	1.0205867555660961	B
322	133	15.067001332538396	A
233	250	16.32085330840006	A
269	61	23.822935836106563	A
97	67	23.273654639175383	A
128.70359124995974	214.9473291437632	0.8071983984689495	C
224	356	25.581357422267843	A
110.5820463038981	237.48310692608356	-0.49513054145026786	B
100	284	24.736219201078782	A
193	35	17.138555835228935	A
262	110	16.087826897752308	A
204.5014664530754	243.68115356191993	-0.06511876744971529	B
252	334	13.827511423439324	A
205	89	26.28598306566864	A
215.50859445450493	114.43152170627349	-2.506007426820426	C
105	48	15.84103817021583	A
140	119	14.515106488879404	A
258.43062344938517	168.2165619917214	0.6206059869020403	B
277	6	14.435177068195241	A
146.74808083928903	219.48024068191998	-0.7706843186201106	C
103	28	24.352660638929407	A
65	49	25.87382532962385	A
251	253	24.43523733443726	A
300.13916490924	225.76765533383647	-0.10424631301368811	C
251.13791257281522	248.63415547176956	0.4688261919325666	C
233.6924383132303	190.32539068507546	0.7186364160967624	C
257	203	15.733627621120167	A
290	331	25.22290139961328	A
227.78280270382575	174.37026872269627	-0.6023668360771285	C
282.13017077066365	204.32831490230046	-1.3408106592285882	C
327	29	15.624148581780203	A
249.61916478595523	265.0132389603766	0.6098633995685071	C
77	123	24.317557898330268	A
310.0018959492445	193.04789574816823	1.5200381398128529	B
347	86	16.061571390897218	A
130	67	25.766124055639253	A
373.7634495832026	195.15949990600348	0.5117193355591771	B
295	25	25.871156461906295	A
18.4714263305068	212.64870474115014	-0.29339321860037826	B
358	110	15.384340329115831	A
235	325	15.729986355122588	A
336	10	24.513528989335786	A
189.51215489199885	290.02228990163974	1.1722763835406165	C
274	181	24.62186410370367	A
204.83083347850314	225.97714493332262	0.5834109063888684	C
3.445390146225691	144.72369877621531	0.735081037796721	B
156	388	14.902164879802598	A
74	63	13.891399910904855	A
274.7663274407387	282.1095368824899	1.9758652393586416	B
274	139	25.350612070042352	A
19	19	23.909227365365865	A
300	344	24.6469668103711	A
122	271	23.65627679524733	A
312	76	16.386059201200286	A
291.35701982304454	373.3308171853423	-0.7989423962726698	B
246	157	14.378943597407885	A
268	338	23.58512642740638	A
346	26	14.673888715409337	A
24	5	14.436187674060998	A
60	65	24.862792168095027	A
233	187	14.295123174370458	A
157	3	25.35344718185838	A
274	178	26.093490552210483	A
138.7957013866639	122.59847267373127	-0.10207509714058617	C
231.60643947356206	277.88916034751657	-0.45227356839673993	C
276	182	24.970869058065546	A
198	67	25.15779722713253	A
206.44688558064473	165.83432826832592	-1.6187455100361048	C
108	33	26.903539462813587	A
227	263	24.630170090224688	A
178.5416480268841	158.31180060089915	-0.14057739928630203	C
225	315	13.029200975596645	A
95	331	24.521870011122523	A
16	225	17.022999327233588	A
232	88	15.726028777746754	A
311	0	14.389269870560572	A
68.94086888059974	345.5289836972952	-0.832187668219724	B
344.7160631418228	300.50790887326	-0.2330530142327655	B
297.8102340362966	381.49020383134484	1.11023942394728	B
370.8520180545747	180.71297984570265	0.6902342201285262	B
93	355	24.142554590655976	A
291	72	27.079528149424043	A
189	276	25.881423545930012	A
291	49	16.21822740888342	A
83	285	14.507549176919051	A
183	12	13.727485736858021	A
124.20585641806274	198.64251699733546	-1.7268228077802343	C
229	19	25.422174920007773	A
92.84000629559159	378.5150848329067	0.5430292110553863	B
191	62	14.602754112649261	A
258	89	24.715698974430243	A
287.60173497721553	151.18090705946088	-0.6325245941918067	B
141	185	17.11487049467104	A
91.43933774903417	361.3010105676949	1.4425018073470008	B
291	50	14.725321135325705	A
198.66544906281814	153.4711258515502	-0.5397932058905407	C
152.1983887082622	158.35469460537345	-1.7442902658660515	C
124	1	12.661991819877631	A
120	104	25.84945680838828	A
125	77	27.930955897870035	A
263	279	25.42983759612572	A
125.90179778635502	42.51790372654796	-0.5235885304533245	B
114	152	13.92482907995148	A
149.44103695452213	199.8077081516385	-1.382805248933718	B
270	188	24.007624415683757	A
274	231	24.252989685869736	A
100	22	26.77230637111821	A
205.7165785441777	238.18752071035115	0.2256722041195259	C
139	149	14.853779378158753	A
277.004477661103	385.6157095171511	2.446721061208819	B
312.44777608662844	267.6988952793181	-1.755270219086999	B
146.12047475716352	79.8356892700132	0.8347365677942683	C
183.3083440661485	122.05803714601963	-1.766672090475798	C
41.158969700336456	193.4977033175528	-0.585919934709163	B
219.82148407294417	205.97099538516213	0.8321812133220152	C
38	151	13.325543348675165	A
95	397	24.807754049604373	A
247.38021383297794	250.4977236945001	0.8232567495982834	C
311	45	24.951168061780677	A
297	21	23.252078044973256	A
249.9632315710187	230.24451909586787	3.473132181187105	B
340.67829456180334	261.3810367882252	-0.5522551448871257	B
136.17202620953321	394.2547658458352	-3.0937524879582945	B
291.6343712776808	244.32169125637444	0.7386292590823538	C
89	385	26.080179316941265	A
125	188	24.856180963413447	A
68	10	24.705572935236464	A
123.2612261248158	240.526151883484	-0.04304741016376174	C
94	275	24.20664204531698	A
219	56	25.87356343217466	A
116	164	24.361457668953822	A
90	141	25.453490208604634	A
32	0	24.560891736448507	A
136.96055533364415	291.8458703905344	-0.7150037762475123	B
235.17405541912566	213.76264614688526	-0.9070208948980893	C
327.90282666683197	250.7610235363245	-0.36908525207036036	B
28.581696283072233	130.7185453362763	-0.24795933938668466	B
285.36744660435755	235.1657360120661	-0.4101631189288392	C
27	234	14.198616583627487	A
174.6230782430215	111.52543265242323	-0.698986785705655	C
157.18413932137122	251.75691352845502	-0.6617089505038937	C
13	22	22.263700417410405	A
325.3674664508344	195.1655691004935	0.29451372163125644	C
26.987812761217356	375.9104860946536	-1.1960397232129802	B
218	390	25.302996819961017	A
228	128	14.512782892458631	A
292	57	24.894938634543312	A
216.1706167601201	199.67534315333512	-2.2996239001498746	C
216.91357108025974	176.1913247029153	0.25609161721830725	C
51.17548834532499	272.35278468579054	-0.042036395344548255	B
169.71400304521643	246.21968683882784	0.714882422580439	C
256.01455979049206	326.80327938869596	-0.9821150167597261	B
26	36	14.475586213591335	A
267	174	14.642356188228852	A
115	221	24.13546725463645	A
209.43040270358324	162.93538827449083	-0.3735077424960193	B
191.79728447161298	234.5046222170642	-0.8026808295033534	C
329	7	17.723614740423418	A
178	381	12.933829598489162	A
281	236	25.60396448635891	A
255.21568101533612	179.70887403612903	1.9645063994077794	C
252.1060876891434	264.621895750307	-0.5514934324365204	C
386.37926392257214	282.28485779836774	-0.33296086657231855	B
195.97681667655706	105.32772047445178	0.9658405774166396	B
94	91	24.141497348745872	A
143.02871152758598	289.7390263155103	-0.5046774123267358	B
68	35	26.507789193086502	A
356	24	14.2611651398673	A
270	313	14.989221823127407	A
313.49662846454925	243.03469446774045	1.9042398627733201	C
170.895046689772	219.30304289758394	-0.5062312528358108	C
284	223	14.86086601050384	A
181.05570418853804	220.95933093632186	-0.9463128873880446	C
80.35153588280082	142.15272050350904	-0.09748073613325049	B
213.92264342169815	229.22633987033154	-1.8420979188251525	C
239	165	15.612245359704154	A
218.05379889766488	227.66849996890352	0.6404144035615653	C
366.04014318436384	243.36182065308094	-1.2601073582327889	B
134.13288110898677	252.81481045853224	0.0013664114741662131	C
225	396	25.309551765522354	A
88	74	26.146142024007734	A
129.14840041262045	140.92015517036307	-1.165135978735109	C
311.872529797256	147.357895411551	-0.5700667712663827	B
370.184934977442	16.449906397610903	-0.18808940497498708	B
45	47	23.211685262720987	A
244.22118300572038	313.5584677569568	-1.2953097349451244	B
93.11108211213543	212.0528463402506	-1.2006167355736408	C
11.355375312268734	104.66885631904006	-0.9262673144294968	B
158.74134523961897	129.64916513301335	0.9508877741088713	C
214.22411017120396	259.4778916437639	1.4531521052274603	C
199	1	25.974119342735914	A
140.58101662863288	179.4855218610938	-0.23309621401058775	C
149.74966272432619	145.3964500111688	-0.27418360940163305	C
278.8586444765349	154.20772176510033	1.1937880863841699	C
136	81	24.992314814498922	A
348	64	13.350481822096652	A
256.7982449212339	281.8057434593817	-1.644896240662661	C
177.61369349055175	230.16481913882893	-0.9922175910880568	C
357.316339854151	133.9330251328647	1.7791500716590383	B
139.5056511577029	115.485531523059	0.17104134061026435	C
108	251	25.130690305430377	A
164.56942344084382	341.3162434473634	-0.6985933697115709	B
307	18	15.206247114503384	A
203	1	14.835351379407829	A
231	83	24.71236317502087	A
86	311	15.054176790454052	A
263	366	25.166595054692493	A
73	335	24.145747709935108	A
14	6	16.81161424848787	A
138.9825881458819	303.28978803008795	0.3485735633851907	B
374.99293303117156	271.54978374019265	-0.9770111824312367	B
176.4729545493086	269.80169896867	-1.2664137824097794	C
108	126	25.658488450256254	A
167.9548363233808	282.6084902880978	0.5259843267612846	C
230	168	25.036943505050594	A
258	325	13.014167170276549	A
363.93049405887723	387.7806533128023	-0.6409354888078747	B
46.509300637990236	308.8212969712913	-0.03141945561637789	B
184.1708389723793	234.1238497725835	1.006033792873706	C
185.08081225554568	177.43783929865603	-0.19122609978112845	C
94	144	25.951556874249768	A
294.0814617430055	249.29827182130015	1.2332647371835201	C
179	230	25.985701343117537	A
142.9829573830333	198.25810321671145	0.5753579809945335	C
123	88	26.35352395632904	A
219	366	15.048795480558434	A
193.44513434384325	259.1617262987414	0.3425574535718064	C
187.64739960947628	148.69751973554153	-0.6406432402960313	C
61.33245392892292	207.30148851413537	1.1162181844904742	C
141.91147694238532	321.8737664743947	-0.06613971888196993	C
225.7943882114909	270.20147053524005	-0.13414851859805696	C
192.52061353470657	141.3586846164297	-1.629199900605587	C
175.0220658050083	202.94028029693342	0.33196418664942556	C
89	74	16.32739269663561	A
317.54267729077236	198.9093508568015	-2.0143743167025345	C
21	45	25.281162710482832	A
275	135	23.852511934216743	A
128	85	23.55866746912924	A
313.18886457011104	290.7179130241275	-0.09147806077242333	B
159.06928619247765	145.6906511077786	-0.21371256242662764	C
282	288	23.81047589990352	A
317	16	12.316286170065453	A
132.0304310625994	126.84892168993055	-0.31245814990197796	C
170.1318657376625	131.40584979834296	1.3755824083226058	C
100	108	24.015625475660727	A
262.40199937598163	187.23484052145471	-0.42282802087396065	C
260	131	25.257354784310817	A
184.6723499024347	195.79659171633222	0.7408507843824548	C
230.84986841760187	153.15707156423343	1.3563210821877218	C
181.4242199508351	156.82071669160362	-1.243208912112078	C
133.59338883310556	109.27923647686839	-1.964698457928037	B
172	238	14.579197889415592	A
254	151	15.160753859887219	A
241.63173589832275	193.278249889595	0.099812265642509	C
33.61342512071133	9.117301274091005	1.509327568172817	B
268	356	25.587539391097405	A
59	18	25.63109531145162	A
22.980378940701485	181.7267881706357	0.9848450331409665	B
126	364	24.739897400747314	A
182.87466375879862	198.87687003346278	0.35962556550104974	C
243.94284011796117	196.10113399103284	0.9475088923278215	B
393.01344752311707	3.028745949268341	-2.486766565930421	B
292	349	24.686489513525732	A
59.784895833581686	87.00070576742291	-0.6525281795200997	B
111.87848877161741	314.41645082086325	1.3946087862064958	B
271.2342868517526	112.81991414684505	-0.794563275288485	C
258	393	24.572820522280264	A
239	276	25.752633833160594	A
206	89	16.223687190592134	A
309.4308123923838	361.56142028048635	0.35904079969013664	B
71.2537650950253	137.98237117007375	-1.1811705666146748	B
180.02516804262996	59.531125985085964	0.20475657028141717	B
150	135	16.40003405204213	A
111	386	24.261594308286817	A
41.47698720917106	57.640090491622686	-1.3889980424887058	B
217.56452380467744	241.53011038009296	-0.4454073867519774	C
96	117	25.406139168745	A
180.6284366591181	211.962011865991	2.0193167834011243	C
134.45096472278237	328.51023860275745	0.8216024976896648	B
192.7599899470806	65.93339564278722	0.45845898379275907	B
43	313	15.096750356178148	A
115	222	15.857329360883101	A
145.09174628183246	175.43811090290546	1.0026199207870465	B
252.84379522384646	271.62603062818573	0.8804160682848223	C
195.46166602522135	238.31535335630178	-0.3304426970597002	B
266.00617030635476	52.73499935865402	-2.4011522946087176	B
213	140	25.357326980503814	A
235.68338019509872	227.24340240856543	-1.2862813192561409	C
296	320	25.980140672615377	A
199.7563367672229	241.9476512629847	0.4503614137730409	C
222	283	24.982869638628753	A
239.40689351853374	124.89618029846513	0.9201833809789602	C
231.36638086822882	234.3610581153738	-0.9432538162406586	C
240.05077598694064	254.42511652995248	0.6497345978756951	C
260	137	15.399033207763553	A
236	156	15.52471902501354	A
81	43	22.996490502541505	A
143	44	24.468690350193437	A
226.2734144717243	178.81891364524495	0.7493163086478465	C
307.5048468399003	219.90165286052354	-0.982074010480122	C
166.85585426166654	271.0243702866137	-0.10117567805971589	B
99	15	24.18462560675546	A
120	238	14.26523298016197	A
275	246	23.728710367997667	A
161	179	14.77250761229356	A
230	8	24.80595687971619	A
90.81472111865878	347.5365529768169	0.299056673020897	B
266	279	12.43025178637393	A
84	71	14.375999071019558	A
114	70	15.27913029037956	A
220.0240019577741	158.0520672094425	-0.2105409667334541	C
199.30435344576836	154.99510653316975	-0.24024365665808223	B
93.36573202162981	285.593487508595	0.8909962185932042	B
120	373	23.333462639912756	A
87	337	23.85073706089484	A
180.11336348917266	257.8713641929211	-3.12845742128002	C
163.51910646128505	226.1946638322216	-0.02463484832939064	C
91	320	16.35987673866151	A
69.42729130387306	81.1078523285687	0.292371832722948	B
280	204	23.835580502537073	A
324	4	15.515705575757448	A
247	35	25.083873700612678	A
253.10527884638446	258.6868839352695	0.5154506063532278	C
287.41998535138094	140.2101128534656	0.4591280010414777	C
255	224	15.813562299774821	A
292	1	27.69610352268989	A
258	198	15.642193313515488	A
298.7968766130507	366.1130147986114	-0.2639913080329373	B
52	29	16.576504066432623	A
221.88885666618216	240.50261310185294	-0.8258183148437938	C
327.1519643254578	100.71679195389152	0.042434561951025296	B
189.22902780928823	156.2773761975168	0.027870879409419864	C
137.66188006550487	107.98085334695423	-0.8353375008575431	C
236.49938832273864	232.15262839279956	-0.8141081728746974	C
238	14	24.540351581615926	A
30	298	14.175628885180606	A
268	188	14.921040786819693	A
182.8252317273946	178.7476942627694	0.1604045118469992	C
274.23620818578297	132.64817931659096	-0.9279919259246118	C
95	166	24.659430525732184	A
329.90636620670557	25.514481775462627	-0.48372509243841755	B
137	161	13.85993021529446	A
281.23586336150765	19.98159782961011	0.4694821989004335	B
257.7206923626363	288.9079065993428	-0.2096334749555058	B
119	190	25.147555207857305	A
395.178543869406	42.37019959837198	0.26794295128800033	B
313.48596615716815	277.0382834598422	-0.19024315800911135	B
243	23	25.865110636741818	A
139.38467288573065	214.8042524036912	-1.1411775722046074	C
243	141	22.997827347410283	A
83	389	13.250836471893864	A
112	85	14.226481327111056	A
325	368	25.800380863172336	A
248	259	25.9449021135735	A
223	78	25.10369876530515	A
25	12	14.82982096440595	A
83.26494870707393	257.9273074865341	1.0303818043452972	B
315.3261418454349	73.4578913077712	-2.5390779810917357	B
52.06951489672065	339.94811242446303	1.5048800143607333	B
35	172	14.924197840025284	A
94	122	25.515018288729493	A
163	123	15.186038178804694	A
130	62	24.460141264945012	A
213.13734811129632	222.84543358675924	0.3354821691569717	C
173.45382221768685	167.06249084010642	0.30878047721353424	C
223.4153533100723	236.453581638445	-2.3685993491146293	C
95	173	25.402410096199834	A
170.8502517081797	10.037828423082829	-2.245200719817199	B
128.66077530878277	227.07440964635134	-0.4638621622784807	C
206.9256839178444	204.25982472563294	-0.816453329034975	C
91	218	16.829134169961723	A
111	84	16.525702317014947	A
170.84628600797316	167.04386805645618	0.3637727006736616	C
340	16	25.111242330003144	A
250.67864691421386	206.36209056464858	-1.6895832893277465	C
174.55958645663372	268.58585453087767	0.4488001784023732	C
318.825887753827	197.2421148323183	-0.584214623851054	C
206.33904918725855	184.4737661961563	-0.7658723500692431	C
115	151	14.916864942447685	A
97.47969098389149	79.26332987844944	-1.0050555014566964	B
260.38396762286067	223.0867044417836	-0.8914046904348136	C
271	112	25.42021357460153	A
208	9	14.742050449961036	A
200.2971311025246	237.69999613130193	0.4541801893597525	C
168.73302617980863	74.65817310749544	0.9252648515417364	C
107.89895625784993	256.7576895467937	1.0744690695544037	B
147.6005157455802	306.9063291884959	0.4241086811370576	B
377.6309095323086	37.64174450188875	0.39784343461338406	B
134	364	25.162793246479442	A
162.79321692628997	203.07278652634545	-1.289070691193982	C
187	73	25.787177540928003	A
216	2	24.228035772509855	A
62.39380771294236	84.29742259904742	0.7748384888855427	B
124	221	24.493427168265583	A
208	257	14.330525130022751	A
303	61	24.057307410021117	A
187	277	25.444263641532523	A
31.138211768120527	169.53195203095675	0.06871223285093296	B
307.64446994289756	107.2924799285829	1.0901154050383017	B
291	384	26.270105737928926	A
110	313	24.869533725326306	A
261	234	16.2938969980772	A
199.49335928342128	224.97816170227873	1.599514521590331	C
96.71388933523444	237.6565571426321	-0.9729891970359636	C
305.7759197881357	241.49582635621073	0.21474928360548223	C
78.7229367531836	382.6725488528609	-0.8195698664112935	B
10	4	24.56619374668106	A
280	34	15.519211117557074	A
226	86	15.41310696746722	A
111	66	15.558525949911646	A
271	104	26.167795921160838	A
206.6208191708148	236.41055381551286	-2.745244800946614	C
202.91021080907453	186.11562458083938	1.3614201168897215	C
52	86	24.309176519816482	A
175.6558203138411	40.38946274667978	1.113814008449301	B
113	102	26.137284780011974	A
285	347	23.684609013671714	A
303	74	14.542678515710804	A
38.487392384558916	179.54450314864516	0.7788421481291176	B
233.88183219358325	250.52448930218816	1.3083739774375014	B
320.9184409119189	38.04454430937767	-0.6417991748005134	B
80	35	24.702801788167495	A
256	60	24.414292089098147	A
162.28174173379767	228.25543604857336	1.973669061587298	C
281.1658495971607	136.9243389812338	-1.1502583302683949	C
146.28433398902416	176.20957912877202	-0.18542704510465288	B
32.606795616447926	120.87998613715172	0.8816145794946416	B
322	375	22.8785299051321	A
194.03094090521336	369.8556031100452	0.7077298302311428	B
101	170	24.436359160291754	A
217	6	23.613091297328058	A
16.82427953928709	210.0003069266677	0.43322824357680756	B
309	369	14.864015134650641	A
288.94947450608015	44.52324090525508	-0.7725196222883307	B
19	55	25.444563140727798	A
80	37	15.571140348822867	A
35.425190441310406	207.00520183891058	-0.4747750204799646	B
163.87598574835584	152.98059376254662	-0.22785411818003876	C
34	11	24.097341086981636	A
283	329	23.555222935943032	A
273	379	25.4737847321215	A
86	142	27.708093968870678	A
98	17	17.62693464843306	A
223.62891321057862	200.49953691510893	-1.6426419248330444	C
4.206424206495285	319.67057501897216	-0.11961666777012489	B
123	265	23.954169716298807	A
235.91328356415033	345.0972364284098	-1.429916031969362	B
248	83	15.150931061678007	A
209.61402263492346	224.78092964738607	0.7487904182207497	B
221	22	25.096966477034677	A
209.18681243961254	272.87976753847244	-0.7762231057440038	C
278.629716486382	233.39591994875002	-1.0076830976817321	C
350.4264560423929	230.4064592635998	0.00867800531104749	C
129	370	27.221822549252586	A
98	339	26.468625213277075	A
110	243	14.911142770797664	A
205.96837839111686	388.902651052922	0.12229579251456023	B
130	113	16.373447320708124	A
189.30197837363815	229.13251677725603	-0.8823736469452954	C
230	133	25.82712318575843	A
196.50095880200755	280.75775236278747	-0.11219674085983934	C
351.84164186939597	193.12340216711164	-1.2332798356129278	B
165	122	14.79451283764528	A
35	155	15.825017741808312	A
140.7307470354385	141.218717197771	-0.6862187910757563	C
190	20	15.390764626079497	A
296.91480058895615	175.19814609619849	0.5278185813229342	C
115	61	15.614079062567704	A
192.83631852703905	205.56743303580606	-0.356552117927935	C
50	79	25.108001739748396	A
105.84883538355577	149.1133138437139	0.8182870324191499	C
332.02018265926637	255.27121315210138	-0.6263889655429107	C
207.29705888297957	175.38963215761285	-0.09553908167963984	C
325.60345055535436	147.04954382032156	0.5012344588947666	B
399.27127696573734	174.80802992358804	0.3539541435892519	B
140.43249974584657	248.67983187278034	0.7558298898361603	C
296	17	16.210727000509866	A
286	61	15.996967144745353	A
225	33	16.876613272945374	A
142	97	14.901300478853628	A
322.9094972833991	142.75766406208277	-0.9830554814292517	B
85	254	15.164904429965802	A
56	61	25.121875822824318	A
199.67871123823892	234.6713724065201	-0.6492862885105631	C
83.85511580854654	40.82331107929349	-0.6937905067636627	B
287	138	14.780217180666368	A
203.09541814983137	200.88356074486094	-1.5184790665799504	C
223.5662298921685	242.39113700941147	-0.04052321160530297	C
135	29	25.29012531674791	A
72	11	24.711497289125106	A
173.50200228393078	207.0162044838071	-1.7180404474829531	B
261	57	26.003869517436563	A
172.09457298740745	359.419256541878	-0.9175674404756631	B
268	122	16.563254230265922	A
79.5328582637012	184.99386180192232	-0.9924865560496662	B
184.92388892918825	41.872239857912064	0.5969133140160331	B
298	53	14.942161229375433	A
100.53995680063963	216.86534583568573	1.2657110287808833	B
122.14421319900053	96.8731749588067	0.18477935832858494	C
165.8271491433824	197.7236140456559	-0.04474497037791305	C
203.3041476068578	162.7275918758773	0.2455888151224473	C
298	315	25.6332885617081	A
72.00422696769238	140.77503141015768	1.5465719216363818	B
157.65639627352357	124.64199811220169	-2.675856859651028	B
70.41503600776196	132.65346828848124	0.3809504866967243	B
1.2666651047766209	242.54203336313367	0.1253600982858503	B
242	121	14.315299646051637	A
36	332	16.408812820582842	A
233	368	13.343889293890559	A
302.22738310694695	82.6301733031869	1.001500458254655	B
169.85382051509583	305.826662987072	1.710563824477059	C
143.23809873312712	220.8222221583128	-1.9847923341058267	B
246.87726106494665	240.59164645150304	1.2284513068538827	B
98	223	13.231795827236907	A
297	48	25.57087448352792	A
102	390	26.402949699419523	A
159.60512906312943	67.67616672441363	0.15658426877184656	B
355.9775429777801	74.3476944975555	1.352947249730977	B
157.1588930172983	134.2248441863989	1.5572859694096002	C
271.33866754281405	200.29107583820524	0.023519239692850576	C
312	47	14.496874115791535	A
18	195	14.308693335768153	A
52	83	25.65351318822313	A
164.06292762375057	144.42839896395645	0.71489412644393735	C
120	215	24.476800616353874	A
200.9793101427374	263.64152450035397	0.41249424616603747	C
42	3	15.830705329564104	A
172.06968955020403	200.27876439666414	-0.7141302818372985	C
202.80420617610918	157.11589495871476	0.6206886886791606	C
109	250	22.974368376893032	A
56	28	25.95822719263986	A
49	60	24.9966977558721	A
210	85	14.666162359167817	A
221.76291088011507	191.54747499006268	0.5479543835987887	C
345.6225954927504	356.8613648414612	-0.3159570455422544	B
216	368	26.181311886646622	A
241	0	25.09519787381347	A
190	242	14.544034727059167	A
146.17197299274372	148.6678122855414	0.1338579464629986	C
210.83607000634998	98.80012275113074	0.6763138579116147	C
8.16335454583168	157.33727999031544	0.2803793253737485	B
280	364	24.522265480335026	A
183.62550493329763	333.10209615156054	0.8563086342677912	B
377.79829427599907	324.28351659327745	-0.9983884153348785	B
121	66	22.276284112849705	A
62	35	25.486440951212934	A
130	124	25.48381721534193	A
210	195	14.275814327257628	A
231.7069546603037	98.19641263526184	1.1400751451264	C
262	274	15.262125693490061	A
247	34	25.938116430588998	A
80	71	25.484731483636356	A
224.01743112131953	167.65632005408406	0.6450172076857559	B
236	157	14.964479350124186	A
356.78613679483533	356.689715012908	1.8822424614283395	B
115	11	23.880429130466155	A
35	34	14.79182690581724	A
293	356	25.555843864606196	A
51	131	15.707093472776979	A
64	72	23.05031471662036	A
245.46704972441015	80.53915667732225	0.09505852858442865	C
154.07932493835688	337.76370845735073	0.9066451962244664	B
87	371	16.06450191748203	A
123	31	14.38230216053167	A
223	173	24.913653738554178	A
289	86	13.788325641019773	A
281	68	15.812570576194638	A
87	33	14.513303118863687	A
288	16	15.53538746352201	A
278	265	25.508646872909264	A
320.52712021395564	308.6690534837544	0.48383945876288637	B
330	15	25.46556917815965	A
245	248	23.65152322064081	A
166.99955512128685	199.91749583507695	-0.6817692489467859	C
219	361	25.576254333673273	A
37	31	15.448693085374497	A
307	29	16.543357686603258	A
341.1695464514196	278.72866382822394	0.08116397485200814	B
89.70460099450521	124.11236702438042	-0.0170787841222923	C
241.7223061826581	143.2483151842784	0.75041393661536	C
250	23	23.299036750117573	A
386.11558163538575	295.9194335155189	-0.5925645852141396	B
243	143	24.98261673804978	A
89	309	16.526092707967084	A
199.0524337891405	278.4814515130924	-0.37755885321863586	C
230	269	24.251134450103134	A
110	355	15.158857346065247	A
308	379	24.305660080449403	A
226.38245325003538	218.21248887352874	-0.3386538532484287	C
269	202	14.261890051829715	A
255.5615859106183	330.88955944404006	-0.44309371041935103	B
210.99933721125126	264.8806500248611	0.21050540774296225	B
268	102	25.914122765742515	A
94	116	24.62158245360129	A
188.6890364659645	241.64586062745067	0.5698142696086698	C
151	360	16.082838509474254	A
352.38789981231093	390.0041250512004	-0.07067066311167437	B
25.980433076620102	80.1787368953228	-1.7287128699003742	B
281	30	15.15111150305016	A
236	244	14.900398252288534	A
317.60424952954054	222.27406054735184	0.8210710133772537	B
307.18508726018285	170.56350637981922	0.6825166356311272	C
131.75347043081746	271.166644549101	0.8145164420306371	C
207.14862932138442	250.04313365160272	0.9082389358972358	C
51	27	24.432609912220904	A
240.9506488849519	227.38102849734028	1.0034304037722737	C
58	44	24.366426464528754	A
107	197	24.930633576052564	A
244.03020837473997	260.4348580910516	1.0618947170057114	C
193	33	15.100809654589385	A
276	140	25.78012582240325	A
122.74026870727539	379.33634612709284	-2.0887042567827034	B
321	43	24.342905783767137	A
259.52831591842283	251.21698243473122	-1.0095346345765763	C
322.52202220261097	286.375271063298	0.3946120554337232	B
123	41	14.851906288352684	A
222.9788552969694	149.03874974697828	1.1708583149055092	B
163	224	27.047080331713957	A
321	33	14.424362451126719	A
294.5695978941013	243.5044617469303	0.13936135585105144	C
170	118	15.202010309930913	A
265.55174496024847	22.567039914429188	-0.34828937027478424	B
391	5	15.46663770951157	A
137.8053040576139	171.00130938736706	0.2886182834892445	C
266	280	15.007722336746781	A
92	340	22.906501532932285	A
174.19545064572938	205.5591639784976	-0.768512267178729	C
212.50352878123522	297.36861027777195	-0.13462308201733839	B
206.20783089295858	200.8834545460658	0.6928040946827826	C
247.61624378630546	179.86653605156974	-0.4728307840682871	C
214.85251085832715	373.83916806429625	0.1602286795824217	B
157.9147784761562	247.0761780216041	-0.18761002599358492	C
38.78036644309759	38.47712641581893	-0.3217081164278863	B
176.7998579217888	175.29230753736024	1.0014634164408707	C
132	17	14.315599553410836	A
266	173	24.45209563248778	A
